Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect
43.69,918.55,14.57,940.70,"4,639.69",3.95,0.711,0.7636,0.2332
44.02,"2,155.48",3.56,"1,162.82","7,326.24",61.58,1.8405,0.871,0.1951
60.45,"1,132.79",9.98,"1,117.34","7,141.75",51.14,4.1031,0.7347,0.1768
60.73,"1,356.24",6.60,"1,932.70","5,410.20",55.67,2.4819,0.8286,0.2397
54.81,"1,018.47",8.99,702.50,"2,083.83",47.35,2.9368,0.7796,0.2548
55.23,"1,664.77",10.98,240.10,"3,267.88",64.48,2.6065,0.9245,0.2459
42.84,"2,307.61",15.70,"1,923.70","1,562.09",46.92,2.1169,0.7781,0.2285
58.01,431.45,3.56,554.48,106.92,82.33,3.0867,0.7864,0.3071
57.63,"2,123.42",1.74,871.59,787.37,84.23,3.453,0.8672,0.2151
45.98,389.68,11.09,"1,168.93","7,085.11",64.90,1.9977,0.7395,0.2292
44.48,"1,086.92",7.05,"2,040.20",351.15,81.40,2.8161,0.7828,0.2641
45.12,708.36,3.05,"1,177.50","3,748.70",82.41,0.9782,0.8648,0.1908
44.38,"1,847.65",2.26,"1,006.13","9,182.39",23.48,2.6607,0.7179,0.1975
61.07,480.02,9.90,"1,272.21","7,415.38",88.72,3.3852,0.7798,0.1955
47.51,"1,453.16",5.43,"2,030.27","7,001.58",23.97,2.797,0.7129,0.2242
49.32,952.81,17.50,"1,730.97","2,588.16",1.78,3.8583,0.7443,0.1819
46.76,640.75,7.26,460.30,"5,991.79",85.89,1.7145,0.8445,0.2183
72.49,"1,875.66",3.90,"1,702.22","4,665.49",20.07,2.4586,0.8119,0.1807
69.10,802.81,11.12,"1,776.31","5,825.74",52.19,0.9953,0.7456,0.2399
48.63,814.93,4.46,"1,481.82","4,082.22",86.65,3.2125,0.7283,0.2409
51.81,914.39,8.78,"1,416.31","4,964.58",4.54,2.2817,0.7235,0.2173
47.95,"1,517.56",8.58,992.69,"9,206.65",24.13,2.5984,0.7299,0.2169
57.20,"1,658.63",8.08,"1,385.88","3,094.54",54.39,1.1434,0.7323,0.1904
41.71,416.14,14.01,"1,573.61","2,047.92",68.10,4.2887,0.7302,0.2103
63.09,850.13,3.98,369.95,"4,199.79",72.09,3.4727,0.7233,0.2563
58.23,"1,216.07",15.88,633.31,"4,902.97",78.91,2.1288,0.865,0.2067
70.55,"1,024.51",13.93,509.47,834.70,15.14,2.7417,0.9189,0.2744
46.46,"2,093.08",6.00,"1,776.53","7,514.91",33.11,2.9182,0.9001,0.2154
67.44,"1,906.41",3.36,"1,460.89","3,954.58",63.79,4.1563,0.7698,0.1917
67.05,"1,593.27",5.07,"1,012.08","3,872.36",63.89,3.4599,0.7562,0.2159
45.24,"1,036.24",5.99,"1,746.85","6,150.46",27.59,1.9443,0.7217,0.2292
54.14,"1,737.99",9.87,"1,532.90","7,211.41",27.25,4.2176,0.7456,0.1599
46.65,"2,014.65",1.03,"1,918.25","9,183.88",28.71,1.771,0.8365,0.2204
49.42,"1,533.17",16.06,279.86,"1,649.77",79.64,2.767,0.9315,0.2496
49.70,"1,900.13",1.94,"1,126.38","3,245.17",81.19,3.2148,0.9008,0.2101
59.31,"1,831.71",5.06,"1,513.25","1,600.97",1.45,1.66,0.8248,0.1356
54.56,"1,488.48",2.12,535.73,"8,209.35",29.10,4.1403,0.8046,0.1803
72.16,986.20,4.67,769.97,"5,127.14",35.07,1.4609,0.7437,0.2074
45.21,"1,825.28",14.73,949.81,"7,945.84",87.69,2.2777,0.8035,0.1770
73.01,782.26,10.88,"1,684.73","9,177.24",84.28,1.3297,0.8424,0.2168
48.63,"1,890.51",4.17,"1,095.87","5,143.03",56.13,3.8458,0.8426,0.1949
66.42,"1,939.00",15.32,"1,094.49","1,136.31",4.21,1.4807,0.8342,0.2131
52.19,"1,973.05",14.09,973.13,"3,390.88",17.17,0.8044,0.893,0.1968
45.76,"1,297.24",13.28,577.04,376.22,38.83,0.8196,0.8237,0.2286
69.21,754.56,14.90,"1,936.81","7,916.73",85.61,2.1763,0.8155,0.2156
51.20,575.06,10.96,751.71,206.49,8.57,2.5709,0.7786,0.2736
62.68,"1,820.60",8.91,"1,240.55","5,532.33",70.66,0.8293,0.7509,0.1749
59.65,"2,097.13",6.70,420.77,"1,024.85",17.17,1.0147,0.7114,0.1487
56.54,"1,641.55",4.10,979.70,110.70,45.39,1.0314,0.7822,0.1485
57.33,661.05,9.88,"1,899.08","2,416.06",68.49,3.0984,0.8509,0.2584
65.09,"2,191.24",15.63,"2,078.55","5,158.29",61.85,1.7638,0.8345,0.2404
43.95,"2,296.14",10.51,837.77,736.95,69.27,2.7149,0.8282,0.2198
62.99,"1,220.73",16.15,430.98,"5,742.87",72.65,0.9454,0.8816,0.1886
70.45,"1,533.16",6.41,745.15,"6,272.43",27.38,3.9078,0.7625,0.1863
42.97,"1,886.13",12.26,770.20,"9,033.25",32.58,1.7806,0.8609,0.2224
45.68,"1,807.10",11.46,"1,391.39","8,382.60",72.84,3.4955,0.8452,0.1900
64.58,"2,254.89",11.84,"1,100.93","5,296.83",3.57,3.671,0.7859,0.1651
55.41,604.40,11.40,"1,634.08","7,398.00",45.98,4.2545,0.7594,0.1643
54.31,"1,505.87",4.07,"1,502.59","3,412.89",82.17,3.3609,0.8353,0.2248
45.56,"1,721.07",2.72,621.52,"5,472.30",79.01,2.2814,0.9198,0.2049
57.69,"2,104.55",17.17,"1,665.01","3,781.18",71.82,1.2311,0.728,0.2044
45.22,"2,073.61",1.01,"1,788.77","3,166.22",2.05,0.8519,0.9215,0.0739
56.70,"2,274.66",8.33,"1,301.09","6,788.48",79.25,3.8866,0.8137,0.1908
66.12,"1,373.03",7.59,"1,945.81","2,791.83",81.39,2.2954,0.8679,0.2414
49.54,"1,989.73",6.46,"1,662.45","3,569.72",59.28,3.3932,0.8884,0.2086
56.84,"1,208.93",13.77,"1,295.23","3,445.63",26.77,2.4752,0.7446,0.2342
73.61,"1,199.32",13.13,"1,903.71","8,112.43",43.80,3.8627,0.721,0.1841
63.59,872.35,15.90,"1,304.95","1,620.88",68.10,3.3922,0.7395,0.2344
68.67,"1,965.49",7.08,"1,149.94","3,578.28",72.60,0.9879,0.7864,0.1626
54.68,"2,289.78",10.00,827.01,"8,274.40",30.73,3.4011,0.9223,0.1969
66.26,878.14,15.68,"1,858.08",182.54,29.19,1.6444,0.7205,0.2713
42.40,490.70,17.43,369.76,"8,830.80",65.75,3.4768,0.9142,0.1501
45.10,"1,960.28",17.01,"1,056.57","8,376.70",61.30,4.1119,0.835,0.1335
47.73,"1,582.32",12.66,"1,181.70","3,915.59",45.87,4.0454,0.7337,0.1871
54.25,"2,239.24",2.71,"1,215.65","6,096.54",37.59,1.1311,0.7448,0.1502
68.81,870.20,0.63,"1,405.84","9,231.42",58.70,0.8765,0.8633,0.2008
52.43,519.53,14.51,"1,119.80","5,187.01",3.02,3.491,0.8454,0.2011
62.54,"1,335.03",14.79,632.31,939.21,6.88,3.2484,0.7481,0.2433
64.34,547.47,13.15,"1,807.33","7,956.98",51.21,1.3163,0.9108,0.2510
60.30,888.68,5.08,"1,416.88","1,284.69",18.87,3.1565,0.7404,0.2090
52.79,625.87,11.31,"1,809.77","2,426.46",69.19,0.7347,0.8241,0.2340
60.00,815.81,5.70,669.95,"8,141.29",68.97,2.9632,0.8277,0.2221
52.30,587.49,8.03,"1,376.80","2,414.94",63.41,3.6913,0.9033,0.2441
43.82,"2,228.03",6.85,"1,527.79","6,950.28",80.67,3.0019,0.716,0.2151
73.63,921.14,16.05,880.16,"4,192.18",12.68,0.9153,0.7412,0.2435
45.24,"1,241.09",4.28,"1,719.81","7,086.26",23.24,4.2656,0.7488,0.1613
43.44,"2,121.03",10.23,134.38,"2,195.36",22.62,1.9675,0.725,0.2287
69.89,"1,692.80",6.48,"1,294.30","3,931.51",69.86,2.0558,0.8505,0.2091
50.97,"1,578.08",11.71,"1,330.81","2,991.13",46.60,0.9854,0.7618,0.2033
62.40,"1,747.45",10.00,"1,174.71","2,350.16",22.65,1.2835,0.8384,0.1922
51.86,"1,985.98",16.22,"1,363.08","2,956.52",12.29,1.6602,0.8839,0.2212
53.91,"2,080.50",1.99,456.89,"3,035.93",79.72,3.5715,0.8013,0.2234
49.67,"1,625.68",4.05,"1,470.24","8,900.45",61.82,3.1825,0.8809,0.2205
52.32,"2,104.38",13.50,786.93,"4,985.60",47.24,2.7912,0.8829,0.2140
54.54,"1,418.15",6.61,"1,014.57","4,325.52",86.18,3.8056,0.7693,0.2143
64.70,918.68,3.10,781.68,"4,708.21",75.85,4.2904,0.7146,0.2217
57.85,"2,085.16",8.94,"1,057.42","9,278.38",16.01,2.0714,0.7339,0.2184
72.02,"1,429.91",11.52,"1,346.48","6,101.77",45.42,2.0947,0.8929,0.2260
42.44,"2,135.59",1.01,"1,770.91","6,564.50",43.45,3.343,0.8006,0.1947
57.57,459.81,5.28,"1,076.02","2,949.03",75.38,3.0109,0.8964,0.2599
60.23,"1,151.33",14.24,762.33,"4,413.49",13.42,0.7271,0.832,0.2255
71.25,"2,216.22",9.24,"1,084.84","1,747.57",40.40,3.0511,0.7547,0.2027
42.68,865.19,0.84,"1,478.12","6,394.82",56.86,3.2834,0.8684,0.2230
59.88,"2,204.09",5.11,808.30,"3,235.33",84.38,4.2474,0.8343,0.2052
69.07,"2,228.02",11.29,940.62,"6,979.97",80.28,2.8025,0.7888,0.1974
49.01,"2,089.16",3.68,"1,231.49","2,017.39",47.71,3.156,0.7305,0.1875
69.81,"1,472.86",14.55,705.13,"3,782.56",54.21,3.5336,0.7337,0.2155
41.69,"1,634.00",11.94,538.85,"4,410.21",76.10,1.0259,0.7527,0.1841
65.09,"2,064.92",8.39,404.35,"1,584.91",66.48,3.3378,0.8597,0.2397
71.68,"1,883.56",16.08,819.87,685.97,78.51,2.6581,0.8718,0.2309
62.63,"1,601.41",7.01,224.12,"2,980.98",79.98,1.0408,0.8504,0.1837
55.47,"2,282.90",4.30,"1,271.91","5,093.75",74.34,3.1034,0.7856,0.2042
42.54,"1,708.97",11.68,473.89,"6,093.33",0.97,1.5274,0.8084,0.2193
71.25,"2,269.78",10.15,868.39,"3,984.43",27.84,2.6256,0.8678,0.2028
56.50,493.14,6.03,656.60,"4,680.01",36.10,1.6956,0.8568,0.2411
42.02,650.99,6.18,"1,363.75","5,077.99",60.55,1.057,0.8818,0.2166
63.70,"1,255.72",7.12,"1,794.41","4,787.89",27.48,1.5867,0.7643,0.2210
56.87,"1,126.88",5.27,"1,369.45",878.29,28.97,2.2669,0.7121,0.2114
45.15,"1,896.79",12.52,"1,191.67","3,796.45",35.80,2.4672,0.7699,0.2172
48.10,692.89,11.51,"1,439.51","1,935.51",85.28,1.2161,0.7879,0.2284
43.19,"2,270.97",7.86,188.19,"4,990.29",39.09,1.8404,0.9232,0.2091
59.91,991.78,7.12,369.99,"7,070.74",12.67,3.7893,0.7592,0.2017
61.47,"1,212.11",6.55,315.33,"5,414.56",0.70,3.9739,0.8936,0.1888
57.66,913.75,5.14,321.74,"2,097.71",21.22,2.6158,0.8486,0.2501
67.87,"1,503.24",1.71,639.49,"1,967.27",83.81,2.4536,0.7481,0.2210
69.31,495.54,4.87,"1,171.21",383.72,85.25,2.7831,0.8002,0.2792
61.26,671.73,5.79,354.01,"3,994.72",47.28,1.4553,0.8237,0.2390
41.49,"1,825.31",9.71,"1,960.39","4,054.82",57.74,4.275,0.7871,0.1888
63.87,742.99,13.62,"1,802.07","2,233.24",71.07,3.3763,0.761,0.2406
54.78,837.84,7.08,"2,031.91","7,128.08",5.11,1.5428,0.7669,0.2420
59.62,"1,916.62",16.58,212.68,"3,624.75",33.49,1.6637,0.8403,0.2442
62.36,562.63,14.55,"1,796.48","6,248.40",57.37,3.0257,0.863,0.2214
52.56,"1,228.66",17.28,"1,703.15","5,976.40",80.19,1.8472,0.8146,0.2076
71.15,426.71,15.40,"1,895.76","5,648.76",64.91,1.9647,0.919,0.2474
45.46,"1,053.20",10.91,"1,163.16","8,461.70",31.33,3.5054,0.872,0.1922
63.10,"1,734.71",10.59,"1,672.13",187.97,81.24,1.6448,0.908,0.2161
41.21,556.44,2.47,229.89,671.56,59.37,3.2314,0.8161,0.3053
71.40,"2,101.14",12.73,278.04,"6,737.49",74.13,4.0626,0.7144,0.1846
44.76,"2,142.10",10.62,361.55,"3,319.09",34.49,1.1279,0.8418,0.1946
44.18,585.25,9.01,"1,920.59","9,189.27",0.32,1.2009,0.8918,0.2614
51.99,"2,299.30",12.23,249.24,"2,047.55",14.94,4.0915,0.8296,0.2078
53.32,957.84,7.92,325.56,"1,741.57",82.77,1.4153,0.8365,0.2341
48.10,544.83,9.30,"1,951.18","5,495.57",3.08,0.7543,0.9264,0.2413
60.26,391.89,7.13,339.74,"2,631.90",53.26,3.8223,0.7919,0.2801
55.60,"1,172.63",12.65,"1,832.42","3,198.22",36.60,1.7005,0.8882,0.2463
42.19,"1,600.86",15.40,"1,674.83","8,581.87",38.42,1.7586,0.8226,0.2413
51.55,"1,024.90",14.79,208.34,283.98,35.85,1.5,0.8135,0.2913
67.65,"2,001.25",13.84,172.25,"4,967.32",6.14,4.0003,0.7432,0.1997
63.69,"1,768.82",0.47,"1,175.78","3,146.35",11.03,3.4818,0.8763,0.1334
64.85,"1,059.70",16.01,"2,081.90","3,249.22",5.74,2.8388,0.8929,0.2338
63.97,"1,803.08",4.99,"1,850.18","2,338.70",4.93,2.3193,0.8062,0.1587
51.27,"2,202.06",15.60,736.49,"1,291.16",7.76,1.1981,0.8797,0.2082
44.34,562.23,3.64,885.85,360.38,62.22,4.0304,0.8394,0.2711
50.01,974.44,7.84,888.97,"9,200.15",10.31,3.3922,0.768,0.1926
68.35,"1,278.69",13.20,"1,566.96","6,164.61",23.44,1.6881,0.9151,0.2378
73.23,"1,345.77",11.31,797.39,"7,248.14",58.68,4.1083,0.8649,0.1739
57.27,"1,431.31",7.43,418.85,643.42,10.14,4.0637,0.905,0.2141
41.39,963.84,11.98,"1,592.28",178.21,81.26,3.0659,0.7732,0.2599
45.66,"1,673.33",9.73,"1,026.25","5,607.48",42.69,4.244,0.9134,0.1744
51.63,"1,630.42",5.00,279.80,"6,753.17",85.97,1.3564,0.7916,0.1807
60.05,"1,500.25",11.42,"1,676.36","3,702.46",17.29,3.326,0.7132,0.1999
43.53,602.23,3.77,"1,275.49","3,636.52",2.86,1.2294,0.7277,0.1845
72.01,"1,305.08",12.24,"1,087.64","3,606.14",52.74,3.1823,0.7308,0.2240
53.04,"1,071.43",0.28,"1,447.85","1,457.21",29.43,4.0082,0.7568,0.1758
71.00,"1,332.31",9.73,"1,118.96","7,032.14",51.15,2.6191,0.7523,0.2197
66.67,"2,166.03",7.17,"1,399.05","2,036.23",42.35,3.4407,0.7239,0.1913
65.85,"1,311.98",5.48,"1,827.98","3,049.08",40.88,1.1967,0.9088,0.2003
60.97,409.13,9.16,"1,330.71","6,265.64",76.00,2.9706,0.894,0.2273
61.63,"1,231.29",11.40,"1,420.94",41.58,17.23,0.9073,0.8795,0.2081
62.00,"1,970.16",16.94,"1,331.38","7,146.61",44.66,0.8122,0.8169,0.2123
61.69,"1,891.61",14.65,"1,169.50","8,378.50",37.21,2.9737,0.805,0.2037
59.23,"1,375.57",12.64,466.19,519.29,60.18,2.752,0.805,0.2710
73.42,865.42,8.52,786.71,"5,527.12",4.60,1.8704,0.7689,0.2242
65.09,"1,282.10",7.02,"1,486.55","3,828.52",47.32,2.5353,0.8454,0.2254
66.55,"1,472.93",0.79,962.54,768.25,42.78,3.1557,0.7241,0.1983
69.69,"2,316.98",6.45,924.65,"6,367.38",86.91,3.0123,0.8566,0.2026
48.14,"1,628.66",14.92,"1,616.09","5,719.04",67.50,0.9451,0.8246,0.2077
43.82,"1,725.59",6.88,140.37,"6,000.42",13.94,3.1332,0.8914,0.2201
56.91,"1,333.12",8.22,"1,458.91","7,584.68",45.52,3.0659,0.9259,0.2169
57.93,"1,068.07",4.94,"1,087.36","2,701.40",69.98,3.1024,0.9047,0.2393
68.27,"1,955.27",4.98,867.16,"6,319.50",46.88,3.7458,0.8701,0.1938
55.63,"1,339.85",1.30,796.23,"6,933.88",31.92,2.7661,0.8067,0.2001
59.79,"2,306.95",10.85,467.95,"1,606.14",33.70,4.0735,0.7585,0.2085
58.36,"1,266.68",7.99,783.92,"8,916.11",32.84,4.2259,0.8579,0.1671
42.32,513.67,10.72,895.85,"3,193.48",1.91,3.4,0.7556,0.2238
61.25,"1,702.97",9.70,985.98,"6,659.29",65.25,1.9769,0.7156,0.2097
68.23,472.34,14.06,"1,445.81","7,033.13",54.58,1.1966,0.8377,0.2334
46.24,866.84,13.23,"1,017.54","4,714.82",24.08,3.6473,0.7981,0.2045
60.56,"1,066.62",13.58,"1,688.56","1,234.29",56.28,1.2094,0.9045,0.2417
60.54,"1,813.09",8.87,"1,382.05","2,597.01",27.65,1.2077,0.8537,0.1840
46.46,"1,338.50",6.36,500.69,"2,212.93",21.82,4.0053,0.854,0.2131
45.12,437.51,16.39,672.16,"4,850.32",66.19,2.7052,0.8851,0.2265
73.22,"1,575.78",1.17,284.64,"2,463.53",72.25,1.7404,0.7852,0.1965
53.98,"1,178.27",2.87,"1,981.16","5,111.17",55.90,4.1643,0.9227,0.2061
48.53,"2,165.97",7.49,"1,865.30","2,713.34",70.02,3.2389,0.76,0.2176
46.69,"1,348.81",10.86,295.50,49.69,32.72,2.6146,0.9036,0.2784
62.97,"1,754.05",0.37,"1,253.49","3,409.33",6.53,1.8712,0.9122,0.1172
61.06,805.62,12.68,"2,009.90","5,668.33",54.04,3.1277,0.7197,0.2344
62.18,"1,854.68",9.90,"1,592.35","7,215.60",22.95,3.3242,0.8506,0.1987
43.96,"1,777.24",8.62,"1,092.42",303.65,69.43,3.2562,0.8766,0.2331
70.38,"2,131.61",7.56,601.54,"2,436.11",32.05,1.3857,0.9217,0.1762
53.84,447.53,9.22,675.81,"9,179.44",59.91,3.2024,0.7666,0.2064
51.35,"1,248.06",3.03,"1,570.99","2,468.59",49.41,2.7833,0.8352,0.2160
56.24,"1,696.35",2.11,"1,657.81","7,248.07",72.99,3.7556,0.8818,0.2144
53.86,566.24,5.24,"1,164.63","4,764.36",74.31,2.9401,0.7439,0.2426
69.40,"1,176.66",12.51,366.28,"1,173.61",6.22,1.2081,0.8994,0.2478
71.55,"2,205.28",10.41,"1,957.95","6,007.28",26.43,1.8316,0.8002,0.2303
51.02,"1,225.68",8.54,"1,783.48","9,002.12",77.75,3.371,0.8524,0.2152
69.41,"2,288.99",10.12,404.64,"8,264.75",36.14,3.357,0.7204,0.2084
66.70,492.07,9.91,240.54,"6,442.14",46.02,1.4848,0.7603,0.2477
71.60,"1,771.19",5.54,"1,178.68","4,790.09",16.47,1.9621,0.8167,0.1818
49.13,"1,506.43",1.92,685.81,"3,001.99",49.39,0.7341,0.775,0.1335
59.99,"1,350.70",15.75,684.06,"3,350.99",23.72,1.8793,0.9226,0.2459
50.08,"2,260.82",10.61,300.25,"3,251.21",74.04,0.7739,0.8866,0.1589
68.10,632.97,12.31,"1,996.16","8,591.68",17.98,3.8381,0.9021,0.1823
41.24,"2,115.97",8.26,"1,754.90","2,000.25",32.20,3.0917,0.8141,0.1939
59.60,"1,719.73",13.32,352.35,"3,546.33",8.60,4.1866,0.8157,0.1951
52.20,883.28,10.35,"1,845.82","4,046.49",52.54,3.9071,0.8889,0.2120
51.65,"2,126.95",1.16,"1,466.67","3,832.61",84.09,2.863,0.7967,0.2022
62.22,"1,212.83",15.64,766.67,79.54,15.56,2.4991,0.8173,0.2668
69.00,"1,957.73",5.52,"1,835.34","2,553.52",1.89,3.8774,0.8278,0.1270
61.05,"1,134.54",2.62,"1,300.37","4,664.16",37.78,1.7588,0.8452,0.1977
69.05,"2,028.76",1.75,"1,791.13","7,093.16",66.84,1.4877,0.8546,0.2036
49.75,"1,614.05",12.70,"1,048.28","5,321.71",87.04,2.1628,0.8614,0.1981
58.11,655.03,12.42,"1,109.72","3,609.69",4.70,0.8712,0.8091,0.2355
55.85,"1,639.28",12.35,699.26,"6,208.89",70.18,1.7716,0.7763,0.2039
41.45,752.36,16.08,888.56,"6,215.87",32.99,0.9815,0.9143,0.2339
59.33,"1,179.21",6.27,"1,241.11","2,339.78",13.83,0.8692,0.8936,0.1701
62.77,711.63,9.94,"1,983.77","1,002.98",17.27,2.6743,0.7119,0.2459
60.48,424.68,10.95,"1,304.48","7,489.05",82.48,3.2419,0.8244,0.1980
65.22,792.11,17.18,418.03,"4,953.63",72.27,2.6212,0.7717,0.2184
59.81,"1,420.04",5.64,143.17,"1,677.64",27.91,0.9341,0.853,0.1908
43.26,"1,313.97",16.78,"1,795.67","2,470.97",83.93,2.1083,0.8221,0.2277
44.89,"1,352.55",2.80,842.80,"7,148.16",9.51,1.0802,0.7158,0.1664
60.63,861.39,13.45,746.16,"6,098.83",28.88,3.0316,0.8718,0.2233
50.09,"1,707.97",11.19,"1,697.27","8,805.75",58.32,3.6699,0.7719,0.1963
43.68,"1,744.94",14.37,"1,980.46","4,352.37",89.21,1.101,0.7686,0.2085
55.16,"1,074.80",0.73,"1,594.11",524.57,41.63,0.9206,0.7181,0.1442
59.25,"2,087.28",1.58,469.86,"6,536.09",72.39,2.148,0.894,0.1936
51.85,"1,628.36",1.44,895.77,"2,404.56",81.76,1.7771,0.8389,0.1828
64.70,"1,761.92",10.49,"1,616.34","3,043.92",0.99,1.6222,0.8182,0.1932
62.19,918.77,10.67,"1,905.19","1,864.26",25.88,1.4438,0.8603,0.2444
51.99,383.26,15.91,"2,084.69","2,905.57",9.08,1.8258,0.7874,0.2808
65.83,"2,056.71",8.32,"1,131.09","7,732.92",69.30,4.173,0.8368,0.1778
62.35,"1,973.59",1.41,"1,739.94","5,388.85",50.67,3.7831,0.7661,0.1904
61.98,620.47,3.86,220.77,"1,052.86",8.65,2.8553,0.725,0.2594
59.22,"1,106.03",0.37,689.10,"5,480.57",37.63,3.5761,0.835,0.2048
41.44,"1,661.87",13.67,856.88,"5,916.05",45.94,0.7319,0.7599,0.1967
63.92,"1,644.01",14.35,"2,039.51","8,246.16",62.32,1.082,0.8767,0.2476
53.40,"2,046.99",17.50,136.11,"8,012.66",69.61,1.7372,0.8109,0.1918
71.99,653.52,7.37,732.56,623.69,7.96,3.0093,0.7664,0.2466
67.90,"1,214.08",0.56,"1,951.18","8,078.06",43.59,3.8763,0.8454,0.2071
60.35,570.22,4.29,729.93,512.50,14.49,1.5153,0.7368,0.2198
49.34,"1,136.01",10.40,570.14,"1,469.88",67.27,1.1825,0.8792,0.2246
47.75,411.32,16.88,"1,558.95","1,075.09",58.75,3.7478,0.8109,0.2374
52.23,"2,120.37",2.02,"1,588.81","1,725.61",64.57,2.1595,0.8905,0.1760
56.70,"1,401.99",2.33,"1,053.98","7,489.78",6.81,3.2106,0.7416,0.1716
50.78,"2,026.57",12.38,"1,983.50","6,403.44",45.62,2.6623,0.7956,0.2362
57.96,498.00,11.78,526.36,"6,411.26",75.05,1.3153,0.7509,0.2122
46.49,822.25,4.57,"1,917.90","8,592.10",63.71,3.2145,0.7246,0.2411
73.14,884.02,14.31,"1,608.72","3,674.50",76.94,2.2017,0.922,0.2343
44.61,"1,130.39",2.46,850.41,71.10,18.50,1.7202,0.8715,0.1756
71.64,"1,935.75",16.25,"1,709.36","5,973.60",25.70,3.9461,0.783,0.1666
71.04,"1,130.13",3.71,390.27,"8,090.83",39.46,0.7003,0.7655,0.1814
58.30,778.12,1.64,385.93,"9,094.11",46.77,2.1441,0.7562,0.2271
64.85,507.85,6.11,"1,950.25","3,415.22",22.61,1.7664,0.7206,0.2427
55.37,535.91,3.48,315.05,"7,664.96",34.11,0.8758,0.7338,0.2081
61.74,"1,852.89",9.35,137.46,"7,916.05",61.37,0.9697,0.7338,0.1895
52.24,"1,242.84",12.12,891.18,"1,380.08",57.65,1.3022,0.8582,0.2276
50.95,"1,787.35",8.73,332.81,"5,896.91",9.98,2.5065,0.8424,0.2177
60.04,"1,702.41",11.67,"1,819.26","1,646.25",87.99,1.7017,0.8366,0.2196
57.41,644.03,6.55,"1,936.07","4,182.51",50.29,3.7114,0.8733,0.2301
60.08,658.59,0.71,"1,074.04","8,194.62",43.23,1.5472,0.7666,0.2111
50.47,"1,843.78",17.09,962.53,"7,361.85",86.34,3.2856,0.7867,0.1530
53.11,"1,777.84",14.41,"1,184.89","5,329.74",12.64,1.4401,0.7391,0.2213
43.82,"1,113.63",1.50,572.35,"7,540.30",48.59,0.8326,0.8409,0.1714
42.78,531.90,8.01,712.88,"1,457.88",71.89,1.6365,0.9171,0.2577
49.38,405.49,11.22,327.18,"1,848.22",35.68,3.7103,0.9017,0.2854
43.51,939.71,3.53,"1,003.60","1,977.55",65.76,0.9763,0.8336,0.1854
44.47,399.93,10.24,"1,327.14","7,237.09",80.27,1.9256,0.8534,0.2216
67.73,827.31,9.47,"1,950.81","8,303.11",23.45,0.7076,0.9302,0.2554
42.35,"1,193.88",3.84,"1,576.55","5,260.16",21.65,2.9599,0.8253,0.1981
62.68,617.04,2.67,"1,545.20","8,924.50",32.28,4.0911,0.9033,0.1835
50.01,583.87,13.37,732.52,"6,792.11",37.43,2.0699,0.8216,0.2387
69.66,"2,116.82",5.81,"1,868.71","5,268.02",10.03,2.7669,0.7217,0.1811
56.98,"1,515.05",4.45,"1,983.57","5,712.29",20.74,2.3157,0.9175,0.2113
51.09,"2,190.39",13.00,"1,954.80","7,918.89",77.96,4.2018,0.7358,0.1746
58.05,"1,051.31",12.97,205.44,876.91,50.63,3.3427,0.8666,0.2931
53.60,"1,692.46",5.01,"1,312.76","1,598.75",24.00,0.8387,0.7636,0.1353
59.58,778.19,15.33,"1,388.88","2,510.14",84.23,1.0722,0.91,0.2157
44.83,"1,578.66",12.14,707.20,"8,338.45",69.14,2.3816,0.7554,0.2026
73.77,632.85,6.22,"2,072.57","8,803.70",32.43,2.9653,0.742,0.2464
55.03,386.11,7.63,699.60,"3,343.61",68.35,1.7297,0.808,0.2528
52.49,"2,184.73",12.81,553.59,"8,608.14",53.26,3.1206,0.8208,0.2024
64.36,"1,455.88",3.89,"1,077.41","5,111.89",61.08,2.7654,0.8919,0.2159
53.01,"2,175.85",8.34,762.18,"4,429.59",28.78,2.2535,0.8794,0.1996
68.40,"1,028.09",11.54,"1,938.68","7,763.38",18.80,2.7863,0.7836,0.2338
55.97,"1,016.40",9.57,991.12,"5,104.80",22.73,3.9959,0.7961,0.1868
64.67,"1,157.41",10.76,932.53,"4,255.32",7.59,1.5589,0.8384,0.2218
44.59,"1,748.38",9.68,"1,354.88",188.65,42.11,3.5425,0.8329,0.2148
68.82,"1,477.00",3.68,288.29,160.22,36.34,0.7219,0.9014,0.1528
65.20,"2,172.78",7.33,"1,611.12","5,860.67",0.36,0.9855,0.8154,0.1682
48.01,431.31,9.44,"1,633.96",721.45,76.46,4.1162,0.9084,0.2541
45.84,"1,752.55",13.73,"1,057.59","6,874.78",60.91,3.2042,0.7564,0.1953
51.44,"1,021.31",11.55,"2,000.69","5,811.99",39.95,2.971,0.9027,0.2371
73.09,730.86,7.61,"1,263.79","4,285.43",86.32,1.8878,0.7783,0.2280
49.49,"1,369.77",17.10,"1,490.72","6,623.08",83.96,1.3458,0.8854,0.1882
56.03,"1,359.45",2.10,"1,939.30","9,250.01",8.61,2.0538,0.8359,0.2210
42.05,647.22,3.81,"1,434.15","2,325.24",54.96,2.8446,0.9044,0.2463
54.10,772.78,6.14,974.97,"5,206.55",72.95,2.9749,0.7622,0.2345
